source_filename,Agreement Name,Agreement Classification,Agreement Purpose,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Effective Date,Signature Date,Term,Renewal Term,Recurring Monthly Charges,Nonrecurring Charges,Services,Locations,Payment Terms,Contract Type,Clauses
20171652305371_Verizon USSA Master SOF TsCs_partially executed 05112022.pdf,U.S. Services Agreement,Master Service Order Form,Service provisioning,Verizon Business Network Services LLC,Provider,SELECT MEDICAL CORPORATION,Customer,5/11/2022,5/11/2022,36,Not specified.,450,0,"Access (Interstate), Access +, Internet Dedicated, Internet Dedicated +","501 W 14TH ST, FL 9, WILMINGTON, DE 19801-1013, United States",Not specified.,,
20171652383393_Ten4 for SPT New Port Richey - Spectrum_fully executed 05122022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,Service provisioning,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,5/10/2022,5/11/2022,Not specified.,Not specified.,484,250,"Fiber Internet Access, Ethernet Services, Voice Service","5347 Main Street Suite 203, Port Richey, FL 34652; 1700 Union Avenue, Baltimore, MD 21211",Due in accordance with monthly invoice,,
20171652391261_Lumen - SSH Quad Cities Davenport Fiber Plus 1_fully executed 05122022.pdf,Lumen - SSH Quad Cities Davenport Fiber Plus 1,Service Agreement,Service provisioning,Lumen Technologies,Provider,SELECT MEDICAL CORPORATION,Customer,3/9/2022,5/11/2022,36,month-to-month,$358.00 ,$0.00 ,"Fiber+ Internet, Building Extension, CenturyLink IQ Networking, Local Access, Rental CPE",1227 E RUSHOLME ST Floor 3 DAVENPORT IA 52803,Not specified.,,
20171652391756_Lumen - SSH Quad Cities Davenport Fiber Plus 1_fully executed 05122022.pdf,Lumen - SSH Quad Cities Davenport Fiber Plus 1,Service Agreement,Service provisioning,"CenturyLink Communications, LLC d/b/a Lumen Technologies Group",Provider,SELECT MEDICAL CORPORATION,Customer,Not specified.,5/11/2022,36,month-to-month,$358.00 ,$0.00 ,"Fiber+ Internet, Building Extension, Business Essentials Standard",1227 E RUSHOLME ST Floor 3 DAVENPORT IA 52803,Not specified.,,
20171652458179_Breezeline Fiber - 50192 NovaCare Lakemont PA_partially executed 05122022.pdf,Master Service Agreement,Master Service Agreement,Service provisioning,"Cogeco US Enterprise, LLC d/b/a Breezeline",Provider,Select Medical Corporation Ten4 for NovaCare Rehab Lakemont PA 50192,Customer,Not specified.,5/12/2022,36,one-month,525,0,"Metro-Ethernet, Dedicated Internet Access","Lakemont Park Blvd, Altoona, PA",Net 30,,
20171652720476_Lumen Service Order - Vibra Trumball_fully executed 04262022signed.pdf,Lumen Service Order - Vibra Trumball,Service Agreement,Service provisioning,Lumen,Provider,Select Medical Corporation,Customer,4/21/2022,4/26/2022,36,month-to-month,$544.00 ,$0.00 ,"100M GigE Dedicated Access, Port- 100M GigE, Standard Delivery - To the MPOE","1350 E MARKET ST, 9, WARREN, OH 44483",Not specified.,,
20171652805953_ACC Business Concentra Fiber ADI Form_partially executed 05032022.pdf,ACC Business Concentra Fiber ADI Form,Service Agreement,Service provisioning,AT&T Corp. d/b/a ACC Business,Provider,Concentra - Discover Financial (Riverwoods) Worksite,Customer,5/3/2022,5/3/2022,24,Month-to-month,$448 ,$0 ,Dedicated Internet Service,"Riverwoods, IL",Not specified.,,
20171652978060_Spectrum Waukesha (revised)_partially executed 05132022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,Service provisioning,"Charter Communications Operating, LLC",Provider,Concentra Health Services Inc,Customer,Not specified.,5/13/2022,36,Not specified.,549,Not specified.,Fiber Internet Access,"S30W24896 W. Sunset Dr, Waukesha, WI 53189",Not specified.,,
20171653068645_Spectrum Waukesha (signed)_partially executed 05132022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,Service provisioning,"Charter Communications Operating, LLC",Provider,Concentra Health Services Inc,Customer,Not specified.,5/20/2022,36,Not specified.,549,Not specified.,Fiber Internet Access,"S30W24896 W. Sunset Dr, Waukesha, WI 53189",Charges are due in accordance with monthly invoice,,
20171653325912_SelectMedicalCoporationComcast.pdf,Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Select Medical Corporation,Customer,Not specified.,5/20/2022,1,Not specified.,$238.95 ,$119.95 ,"Business Internet Essential, Mobility Line, SecurityEdge, Business Voice","['1860 W Winchester Rd, 108, Libertyville, Illinois', '1700 Union Ave, B, Baltimore, Maryland']",EcoBill paperless billing and automatic payments,,
20171653330697_Select Medical - 100Mb MPLS Amendment - Meridian MN - Fixed Wireless.pdf,AMENDMENT TO WINDSTREAM AGREEMENT,Service Agreement,Service provisioning,Windstream,Provider,Select Medical Holdings Corporation,Customer,8/18/2021,Not specified.,36,Not specified.,$850.00 ,$0.00 ,"MPLS VPN, Ethernet Access","1300 HIDDEN LAKES PKWY, MINNEAPOLIS, MN 55422-4286",Not specified.,,
20171653411745_Windstream - NOV Brockway 20Mb DIA Amendment - signed.pdf,AMENDMENT TO WINDSTREAM AGREEMENT,Service Agreement,Service provisioning,Windstream,Provider,Select Medical Corporation,Customer,3/29/2022,4/6/2022,36,Not specified.,$354.75 ,$0.00 ,"Internet Service (Ethernet Access(20 Mb), Internet Service (20.0 Mbps), IP Addresses Block of 4 Charge)","433 MAIN ST, BROCKWAY, PA 15824-1337",Not specified.,,
20171653423275_GeoStar - SSH Wilmington_partially executed 05242022.pdf,Service Request Form and Master Service Agreement,Master Service Agreement,Service provisioning,"GeoStar Communications, LLC",Provider,Select Medical Corporation,Customer,Not specified.,5/24/2022,36,12,$750.00 ,$0.00 ,"100Mbps DIA, Local, Long Distance, Toll Free, Directory Assistance (411), Direct Inward Dial (DID)","501 W. 14th St., Wilmington, DE","Invoices are due upon receipt, which is presumed within three (3) days after the invoice is mailed. Invoices not paid within thirty (30) days after date of invoice, will be past due and subject to a 1.5% per month interest fee",,
20171653484746_Consolidated Communications SPT Roseville CA_partially executed 05242022.pdf,Business Services Agreement,Service Agreement,Service provisioning,"Consolidated Communications, Inc.",Provider,Select Medical Corp,Customer,Not specified.,5/24/2022,36,month-to-month,310,0,"['Dedicated Internet', 'Standard Static IP']","['5131 Foothill Boulevard Suite 5 Roseville, CA 95747', '5131 Foothills Blvd Ste 5 Roseville, CA 95747-6527']",Payment is due within thirty (30) days of the date of invoice.,,
20171653501265_Consolidated Communications SPT Roseville CA_ 05242022 Executed.pdf,Business Services Agreement,Service Agreement,Service provisioning,"Consolidated Communications, Inc.",Provider,Select Medical Corp,Customer,Not specified.,5/24/2022,36,month-to-month,310,0,"['Dedicated Internet', 'Standard Static IP']","['5131 Foothill Boulevard Suite 5 Roseville, CA 95747', '5131 Foothills Blvd Ste 5 Roseville, CA 95747-6527']",Due within thirty (30) days of the date of invoice. Late charges applied to the amount unpaid of one and one-half percent (1.5%) of such amounts from the Due Date until paid in full.,,
20171653673793_Select Physical Therapy reconnect fiber. Kristina Jumper.pdf,Telecommunications Service Agreement,Service Agreement,Service provisioning,Tennessee Telephone Company,Provider,Select Physical Therapy,Customer,5/27/2022,5/27/2022,Not specified,Not specified,$189.00 ,$170.00 ,"250M x 50M - Fiber - Data Only, Five Static IPs, TDS Provided Modem/Router leased, Service Order Charge, HSI Installation Fee","5000 Crossings Cir, Ste 100, Mt Juliet, TN 37122",Not specified,,
20171654111764_kpeltz_Innovative Business Solutions_ZANE GEE _comcast_packages_6-1-2022.pdf,Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Ten4 for Emory JV 41412,Customer,Not specified.,6/1/2022,1,Not specified.,$213.95 ,$119.95 ,"Business Internet Standard, Mobility Line, Security Edge, Business Internet, Business Voice","1365 E Clifton Rd NE, Atlanta, Georgia, 30322; 1700 Union Ave, Suite B, Baltimore, MD, 21211",Not specified.,,
20171654183866_mvillalobos_Innovative Business Solutions_Kate Wainwright_comcast_packages_6-1-2022 (1).pdf,Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Concentra Health Services Inc.,Customer,Not specified.,6/2/2022,1,Month to Month,$169.90 ,$119.95 ,Business Internet Standard,"['50110 Gratiot Ave, New Baltimore, Michigan', '1700 Union Avenue, Suite B, Baltimore, MD']",Not specified.,,
20171654266603_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_6-2-2022.pdf,Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Ten4 for Robinet PT - Byron Center,Customer,Not specified.,6/3/2022,Not specified.,Month to Month,$213.95 ,$119.95 ,"Business Internet Standard, Mobility Line, Security Edge, Business Internet, Business Voice","['365 84th St SW SUITE 4 Byron Center, Michigan', '1700 Union Ave Suite B Baltimore, MD']",Not specified.,,
20171654620295_kpeltz_Innovative Business Solutions_TORI LOMBARDI _cox_6-7-2022.pdf,Commercial Services Agreement,Service Agreement,Service provisioning,"CoxCom, LLC dba Cox Business",Provider,Ten4 for Concentra - Newport News 34847,Customer,6/7/2022,6/7/2022,12,12,$157.99 ,$198.00 ,"CBI 100 - 100Mbps x 20Mbps, Cox Business Security Suite - 25 PC, CB Cox WiFi/ Cable WiFi Access, Static IP Address, Additional IP Addresses, CBI Gateway, CBI Gateway WiFi Opt In, Cox Business Internet Install, CBI Gateway Activation","803 Diligence Dr, Newport News, Virginia, 23606",Payment due date on the invoice. Late charge no greater than the maximum rate allowed by law.,,
20171654715442_kpeltz_Innovative Business Solutions_Kate Wainwright _comcast_packages_6-8-2022.pdf,Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Ten4 for Concentra,Customer,Not specified.,6/8/2022,1,Not specified.,$179.90 ,$99.95 ,"Business Internet, Business Internet 100 (100/15), Equipment - Modem (Comcast Owned), Installation","['100 S Charles St, suite 150, Baltimore, Maryland 21201', '1700 Union Ave, Suite B, Baltimore, MD 21211']",Not specified.,,
20171654805513_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_6-9-2022 (5).pdf,Service Order Agreement,Service Agreement,service provisioning,"Comcast Cable Communications Management, LLC",provider,SELECT MEDICAL CORPORATION,customer,Not specified.,6/9/2022,1,Not specified.,$238.95 ,$119.95 ,"Business Internet Essential, Mobility Line, Security Edge, Business Voice","1860 W Winchester Rd, Libertyville, Illinois; 1700 Union Ave, Baltimore, MD",Not specified.,,
20171654805924_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_6-9-2022 (5).pdf,Service Order Agreement,Service Agreement,service provisioning,"Comcast Cable Communications Management, LLC",provider,SELECT MEDICAL CORPORATION,customer,Not specified.,6/9/2022,1,Not specified.,$238.95 ,$119.95 ,"Business Internet Essential, Mobility Line, Security Edge, Business Voice","1860 W Winchester Rd, Libertyville, Illinois; 1700 Union Ave, Baltimore, MD",Not specified.,,
20171654806227_Ten4 for SPT New Port Richey - Spectrum_fully executed 05122022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,Service provisioning,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,Not specified.,6/9/2022,Not specified.,Not specified.,484,250,"Fiber Internet Access, Ethernet Services, Voice Service","5347 Main Street Suite 203, Port Richey, FL 34652; 1700 Union Avenue, Baltimore, MD 21211",Due in accordance with monthly invoice,,
20171655224928_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_6-14-2022.pdf,Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Ten4 for Edge PT - Snoqualmie,Customer,Not specified.,6/14/2022,1,Not specified.,$179.90 ,$199.95 ,"['Business Internet 100 (100/15)', 'Modem (Comcast Owned)', 'Installation']","['37624 SE Fury St uite c201 Snoqualmie, Washington 98065', '1700 Union Ave Suite B Baltimore, MD 21211']",Not specified.,,
20171655312088_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_6-15-2022.pdf,Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Ten4 for Edge PT - Snoqualmie,Customer,Not specified.,6/15/2022,1,Not specified.,$224.85 ,$199.95 ,"Business Internet, Business Voice, Mobility Lines","['37624 SE Fury St, C201, Snoqualmie, Washington 98065', '1700 Union Ave, Suite B, Baltimore, MD 21211']",Not specified.,,
20171655396623_27286 KIDS THERAPY LTD-new account.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,KIDS THERAPY LTD,Customer,Not specified.,6/10/2022,36,Not specified.,109.85,119.95,"['Business Voice', 'Equipment Fee', 'Mobility Lines', 'Basic Lines', 'CDV Activation Fee', 'Standard Installation Fee / Change of Service Fee']","['1860 W WINCHESTER RD, STE 108, LIBERTYVILLE, IL 60048']",Not specified.,,
20171655483053_ACC Business - Carson City_fully executed 06062022.pdf,ACC Business Multi-Service Agreement,Service Agreement,Service provisioning,AT&T Corp. d/b/a ACC Business,Provider,Concentra Health Services Inc,Customer,Not specified.,6/6/2022,24,Month-to-month,$581 ,$0 ,Dedicated Internet Service,"3488 Goni Road, Suite 141, Carson City, NV 89706",Not specified.,,
20171655826537_658085- Concentra Health Services Riverwoods signed contract.pdf,AT&T Dedicated Internet Service Pricing Schedule,Service Agreement,Service provisioning,ACC Business,Provider,Concentra - Discover Financial (Riverwoods) Worksite,Customer,Not specified,5/26/2022,24,Not specified,$448 ,$0 ,Dedicated Internet Service,"2500 Lake Cook Rd, Riverwoods, IL 60015; 1700 union ave Ste B, Baltimore, MD 21211",Not specified,,
"20171655836796_SMC - Ten4 for PTA Centennial, CO 50831__1 - Order Form Contract - Integrated Order_2022-06-21.pdf",Fiber+ Internet Package Attachment,Service Agreement,Service provisioning,"CenturyLink Communications, LLC d/b/a Lumen Technologies Group",Provider,SELECT MEDICAL CORPORATION,Customer,Not specified,6/21/2022,12,Month-to-month,$149.00 ,$0.00 ,"Fiber+ Internet, Building Extension",5161 E ARAPAHOE RD Suite 250 CENTENNIAL CO 80122,Not specified,,
20171655840491_Frontier Order Form_w SMC.pdf,Agent Order Form,Service Agreement,Service provisioning,Frontier Business,Provider,Select Medical Corporatic,Customer,Not specified.,6/21/2022,Not specified.,Not specified.,49.99,95,Shared fiber 300M/300M,"2620 Scripture Street TX, Denton, TX 76207",Not specified.,,
20171655840833_i97135-00  select medical.pdf,Verizon USSA Master SOF TsCs,Service Agreement,Service provisioning,Verizon Business Network Services LLC,Provider,SELECT MEDICAL CORPORATION,Customer,Not specified.,5/13/2022,36,Not specified.,450,0,"Access, Internet Dedicated","501 W 14TH ST, FL 9, WILMINGTON, DE 19801-1013, United States",Not specified.,,
20171655906923_Agreement for Select Medical Corporation Ten4 for NovaCare Rehab Lakemont PA  50_encrypted_.pdf,Master Service Agreement,Master Service Agreement,Service provisioning,"Cogeco US Enterprise, LLC d/b/a Breezeline",Provider,Select Medical Corporation Ten4 for NovaCare Rehab Lakemont PA 50192,Customer,5/12/2022,5/13/2022,36,1,$525 ,$0 ,"Dedicated 20Mbps x 20Mbps Fiber Ethernet Internet connection, 24 x 7 Technical Support","Lakemont Park Blvd, Altoona, PA","Customer shall pay each invoice within thirty (30) days of the date of the invoice (the “Due Date”), without setoff or deduction. In the event Customer fails to make any payment by the Due Date, Customer shall pay a late charge on all past due amounts at the rate of one and one-half percent (1.5%) per month, compounded monthly (or, if lower, the maximum rate allowed by law).",,
20171656362394_OP323824 - Select Med - Internet_Phone - SMB Standard Contract - Astound by Wave (1).pdf,Order Form,Service Agreement,Service provisioning,"Astound Business Solutions, LLC",Provider,Select Medical Corporation-COLPT,Customer,6/27/2022,6/27/2022,1,Month-to-month,$119.95 ,$0.00 ,"Business High Speed 55, Business Modem Rental, Unlimited Phone (Includes Feat Pack)","463 Tremont St, Ste 100, Port Orchard, WA, 98366, USA",Not specified.,,
